County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
"Clark County, AR",12/19/2020,"9,756","9,415",341,3.5
"Clay County, AR",12/19/2020,"5,625","5,341",284,5
"Cleburne County, AR",12/19/2020,"9,065","8,638",427,4.7
"Cleveland County, AR",12/19/2020,"3,208","3,081",127,4
"Columbia County, AR",12/19/2020,"9,151","8,784",367,4
"Conway County, AR",12/19/2020,"8,284","7,951",333,4
"Craighead County, AR",12/19/2020,"55,922","54,519","1,403",2.5
"Crawford County, AR",12/19/2020,"26,734","25,922",812,3
"Crittenden County, AR",12/19/2020,"21,355","20,548",807,3.8
"Cross County, AR",12/19/2020,"7,395","7,091",304,4.1
"Dallas County, AR",12/19/2020,"2,826","2,703",123,4.4
"Desha County, AR",12/19/2020,"5,382","5,147",235,4.4
"Drew County, AR",12/19/2020,"7,936","7,548",388,4.9
"Faulkner County, AR",12/19/2020,"61,703","59,931","1,772",2.9
"Franklin County, AR",12/19/2020,"7,417","7,179",238,3.2
"Fulton County, AR",12/19/2020,"4,931","4,758",173,3.5
"Garland County, AR",12/19/2020,"40,408","39,008","1,400",3.5
"Grant County, AR",12/19/2020,"8,323","8,072",251,3
"Greene County, AR",12/19/2020,"19,978","19,316",662,3.3
"Hempstead County, AR",12/19/2020,"9,825","9,467",358,3.6
"Hot Spring County, AR",12/19/2020,"13,898","13,445",453,3.3
"Howard County, AR",12/19/2020,"5,743","5,545",198,3.4
"Independence County, AR",12/19/2020,"16,555","15,937",618,3.7
"Izard County, AR",12/19/2020,"4,900","4,612",288,5.9
"Jackson County, AR",12/19/2020,"5,871","5,464",407,6.9
"Jefferson County, AR",12/19/2020,"27,477","26,032","1,445",5.3
"Johnson County, AR",12/19/2020,"10,216","9,824",392,3.8
"Lafayette County, AR",12/19/2020,"2,439","2,343",96,3.9
"Lawrence County, AR",12/19/2020,"6,835","6,560",275,4
"Lee County, AR",12/19/2020,"2,838","2,707",131,4.6
"Lincoln County, AR",12/19/2020,"3,932","3,766",166,4.2
"Little River County, AR",12/19/2020,"5,523","5,297",226,4.1
"Logan County, AR",12/19/2020,"8,551","8,167",384,4.5
"Lonoke County, AR",12/19/2020,"34,203","33,076","1,127",3.3
"Madison County, AR",12/19/2020,"7,481","7,313",168,2.2
"Marion County, AR",12/19/2020,"6,579","6,321",258,3.9
"Miller County, AR",12/19/2020,"19,724","18,982",742,3.8
"Mississippi County, AR",12/19/2020,"17,257","16,421",836,4.8
"Monroe County, AR",12/19/2020,"2,747","2,622",125,4.6
"Montgomery County, AR",12/19/2020,"2,891","2,762",129,4.5
"Nevada County, AR",12/19/2020,"3,600","3,471",129,3.6
"Newton County, AR",12/19/2020,"3,325","3,213",112,3.4
"Ouachita County, AR",12/19/2020,"9,774","9,292",482,4.9
"Perry County, AR",12/19/2020,"4,215","4,063",152,3.6
"Phillips County, AR",12/19/2020,"6,329","5,938",391,6.2
"Pike County, AR",12/19/2020,"4,227","4,066",161,3.8
"Poinsett County, AR",12/19/2020,"10,386","10,037",349,3.4
"Polk County, AR",12/19/2020,"8,162","7,803",359,4.4
"Pope County, AR",12/19/2020,"28,903","27,693","1,210",4.2
"Prairie County, AR",12/19/2020,"3,599","3,442",157,4.4
"Pulaski County, AR",12/19/2020,"188,032","181,818","6,214",3.3
"Randolph County, AR",12/19/2020,"7,363","7,071",292,4
"St. Francis County, AR",12/19/2020,"8,095","7,716",379,4.7
"Saline County, AR",12/19/2020,"58,378","56,834","1,544",2.6
"Scott County, AR",12/19/2020,"4,320","4,176",144,3.3
"Searcy County, AR",12/19/2020,"2,819","2,674",145,5.1
"Sebastian County, AR",12/19/2020,"56,319","54,555","1,764",3.1
"Sevier County, AR",12/19/2020,"5,528","5,270",258,4.7
"Sharp County, AR",12/19/2020,"5,670","5,387",283,5
"Stone County, AR",12/19/2020,"4,613","4,402",211,4.6
"Union County, AR",12/19/2020,"15,788","14,947",841,5.3
"Van Buren County, AR",12/19/2020,"5,636","5,353",283,5
"Washington County, AR",12/19/2020,"125,398","122,658","2,740",2.2
"White County, AR",12/19/2020,"33,765","32,279","1,486",4.4
"Woodruff County, AR",12/19/2020,"2,773","2,634",139,5
"Yell County, AR",12/19/2020,"8,418","8,135",283,3.4
"Alameda County, CA",12/19/2020,"845,181","823,865","21,316",2.5
"Alpine County, CA",12/19/2020,608,585,23,3.8
"Amador County, CA",12/19/2020,"14,803","14,263",540,3.6
"Butte County, CA",12/19/2020,"98,635","94,342","4,293",4.4
"Calaveras County, CA",12/19/2020,"21,678","20,943",735,3.4
"Colusa County, CA",12/19/2020,"10,507","9,014","1,493",14.2
"Contra Costa County, CA",12/19/2020,"562,014","547,030","14,984",2.7
"Del Norte County, CA",12/19/2020,"9,552","9,006",546,5.7
"El Dorado County, CA",12/19/2020,"92,267","89,444","2,823",3.1
"Fresno County, CA",12/19/2020,"449,548","418,389","31,159",6.9
"Glenn County, CA",12/19/2020,"12,957","12,261",696,5.4
"Humboldt County, CA",12/19/2020,"62,522","60,597","1,925",3.1
"Imperial County, CA",12/19/2020,"71,883","59,622","12,261",17.1
"Inyo County, CA",12/19/2020,"8,662","8,395",267,3.1
"Kern County, CA",12/19/2020,"389,804","362,153","27,651",7.1
"Kings County, CA",12/19/2020,"57,722","53,282","4,440",7.7
"Lake County, CA",12/19/2020,"28,784","27,317","1,467",5.1
"Lassen County, CA",12/19/2020,"9,674","9,277",397,4.1
"Los Angeles County, CA",12/19/2020,"5,158,181","4,951,091","207,090",4
"Madera County, CA",12/19/2020,"61,963","57,803","4,160",6.7
"Marin County, CA",12/19/2020,"140,629","137,879","2,750",2
"Mariposa County, CA",12/19/2020,"7,124","6,808",316,4.4
"Mendocino County, CA",12/19/2020,"38,382","36,948","1,434",3.7
"Merced County, CA",12/19/2020,"114,943","105,874","9,069",7.9
"Modoc County, CA",12/19/2020,"3,033","2,818",215,7.1
"Mono County, CA",12/19/2020,"8,734","8,450",284,3.3
"Monterey County, CA",12/19/2020,"210,947","195,663","15,284",7.2
"Napa County, CA",12/19/2020,"71,939","69,883","2,056",2.9
"Nevada County, CA",12/19/2020,"48,863","47,443","1,420",2.9
"Orange County, CA",12/19/2020,"1,631,145","1,592,027","39,118",2.4
"Placer County, CA",12/19/2020,"188,635","183,581","5,054",2.7
"Plumas County, CA",12/19/2020,"7,512","6,932",580,7.7
"Riverside County, CA",12/19/2020,"1,111,894","1,071,322","40,572",3.6
"Sacramento County, CA",12/19/2020,"714,835","691,943","22,892",3.2
"San Benito County, CA",12/19/2020,"31,303","29,775","1,528",4.9
"San Bernardino County, CA",12/19/2020,"975,489","943,280","32,209",3.3
"San Diego County, CA",12/19/2020,"1,597,099","1,552,857","44,242",2.8
"San Francisco County/city, CA",12/19/2020,"589,286","578,146","11,140",1.9
"San Joaquin County, CA",12/19/2020,"325,993","307,645","18,348",5.6
"San Luis Obispo County, CA",12/19/2020,"139,351","135,817","3,534",2.5
"San Mateo County, CA",12/19/2020,"464,779","456,645","8,134",1.8
"Santa Barbara County, CA",12/19/2020,"214,976","207,294","7,682",3.6
"Santa Clara County, CA",12/19/2020,"1,058,880","1,035,852","23,028",2.2
"Santa Cruz County, CA",12/19/2020,"139,049","132,443","6,606",4.8
"Shasta County, CA",12/19/2020,"74,102","71,028","3,074",4.1
"Sierra County, CA",12/19/2020,"1,322","1,262",60,4.5
"Siskiyou County, CA",12/19/2020,"16,852","15,784","1,068",6.3
"Solano County, CA",12/19/2020,"209,564","202,607","6,957",3.3
"Sonoma County, CA",12/19/2020,"259,689","253,575","6,114",2.4
"Stanislaus County, CA",12/19/2020,"242,518","229,013","13,505",5.6
"Sutter County, CA",12/19/2020,"46,236","42,929","3,307",7.2
"Tehama County, CA",12/19/2020,"25,386","24,148","1,238",4.9
"Trinity County, CA",12/19/2020,"4,474","4,239",235,5.3
"Tulare County, CA",12/19/2020,"202,541","183,652","18,889",9.3
"Tuolumne County, CA",12/19/2020,"21,469","20,635",834,3.9
"Ventura County, CA",12/19/2020,"424,525","410,292","14,233",3.4
"Yolo County, CA",12/19/2020,"108,879","104,652","4,227",3.9
"Yuba County, CA",12/19/2020,"30,800","29,092","1,708",5.5
"Adams County, CO",12/19/2020,"277,770","270,813","6,957",2.5
"Alamosa County, CO",12/19/2020,"8,932","8,656",276,3.1
"Arapahoe County, CO",12/19/2020,"370,624","362,076","8,548",2.3
"Archuleta County, CO",12/19/2020,"6,783","6,600",183,2.7
"Baca County, CO",12/19/2020,"2,285","2,255",30,1.3
"Bent County, CO",12/19/2020,"2,025","1,981",44,2.2
"Boulder County, CO",12/19/2020,"197,746","193,839","3,907",2
"Broomfield County/city, CO",12/19/2020,"40,845","40,001",844,2.1
"Chaffee County, CO",12/19/2020,"9,651","9,447",204,2.1
"Cheyenne County, CO",12/19/2020,"1,274","1,257",17,1.3
"Clear Creek County, CO",12/19/2020,"6,135","6,016",119,1.9
"Conejos County, CO",12/19/2020,"4,327","4,194",133,3.1
"Costilla County, CO",12/19/2020,"1,927","1,864",63,3.3
"Crowley County, CO",12/19/2020,"1,534","1,480",54,3.5
"Custer County, CO",12/19/2020,"2,110","2,054",56,2.7
"Delta County, CO",12/19/2020,"14,730","14,296",434,2.9
"Denver County/city, CO",12/19/2020,"423,917","414,090","9,827",2.3
"Dolores County, CO",12/19/2020,"1,210","1,180",30,2.5
"Douglas County, CO",12/19/2020,"197,525","193,632","3,893",2
"Eagle County, CO",12/19/2020,"38,840","38,137",703,1.8
"Elbert County, CO",12/19/2020,"15,602","15,321",281,1.8
"El Paso County, CO",12/19/2020,"343,832","334,234","9,598",2.8
"Fremont County, CO",12/19/2020,"14,865","14,274",591,4
"Garfield County, CO",12/19/2020,"33,835","33,012",823,2.4
"Gilpin County, CO",12/19/2020,"3,834","3,761",73,1.9
"Grand County, CO",12/19/2020,"10,483","10,302",181,1.7
"Gunnison County, CO",12/19/2020,"12,000","11,774",226,1.9
"Hinsdale County, CO",12/19/2020,389,375,14,3.6
"Huerfano County, CO",12/19/2020,"2,545","2,416",129,5.1
"Jackson County, CO",12/19/2020,"1,050","1,031",19,1.8
"Jefferson County, CO",12/19/2020,"340,652","333,266","7,386",2.2
"Kiowa County, CO",12/19/2020,"1,059","1,048",11,1
"Kit Carson County, CO",12/19/2020,"4,562","4,496",66,1.4
"Lake County, CO",12/19/2020,"5,265","5,181",84,1.6
"La Plata County, CO",12/19/2020,"32,030","31,343",687,2.1
"Larimer County, CO",12/19/2020,"209,156","205,003","4,153",2
"Las Animas County, CO",12/19/2020,"6,714","6,491",223,3.3
"Lincoln County, CO",12/19/2020,"2,467","2,411",56,2.3
"Logan County, CO",12/19/2020,"11,355","11,139",216,1.9
"Mesa County, CO",12/19/2020,"76,241","73,867","2,374",3.1
"Mineral County, CO",12/19/2020,557,546,11,2
"Moffat County, CO",12/19/2020,"7,431","7,192",239,3.2
"Montezuma County, CO",12/19/2020,"12,866","12,346",520,4
"Montrose County, CO",12/19/2020,"22,175","21,614",561,2.5
"Morgan County, CO",12/19/2020,"16,949","16,573",376,2.2
"Otero County, CO",12/19/2020,"8,631","8,344",287,3.3
"Ouray County, CO",12/19/2020,"2,355","2,278",77,3.3
"Park County, CO",12/19/2020,"11,316","11,077",239,2.1
"Phillips County, CO",12/19/2020,"2,810","2,776",34,1.2
"Pitkin County, CO",12/19/2020,"11,629","11,300",329,2.8
"Prowers County, CO",12/19/2020,"6,667","6,534",133,2
"Pueblo County, CO",12/19/2020,"76,594","73,860","2,734",3.6
"Rio Blanco County, CO",12/19/2020,"3,009","2,922",87,2.9
"Rio Grande County, CO",12/19/2020,"5,738","5,505",233,4.1
"Routt County, CO",12/19/2020,"17,200","16,903",297,1.7
"Saguache County, CO",12/19/2020,"3,808","3,668",140,3.7
"San Juan County, CO",12/19/2020,507,488,19,3.7
"San Miguel County, CO",12/19/2020,"6,448","6,284",164,2.5
"Sedgwick County, CO",12/19/2020,"1,318","1,297",21,1.6
"Summit County, CO",12/19/2020,"25,565","25,224",341,1.3
"Teller County, CO",12/19/2020,"12,771","12,447",324,2.5
"Washington County, CO",12/19/2020,"3,061","3,010",51,1.7
"Weld County, CO",12/19/2020,"172,545","168,655","3,890",2.3
"Yuma County, CO",12/19/2020,"6,394","6,313",81,1.3
"Fairfield County, CT",12/19/2020,"482,315","467,277","15,038",3.1
"Hartford County, CT",12/19/2020,"485,242","468,918","16,324",3.4
"Litchfield County, CT",12/19/2020,"105,362","102,206","3,156",3
"Middlesex County, CT",12/19/2020,"94,284","91,661","2,623",2.8
"New Haven County, CT",12/19/2020,"464,244","448,627","15,617",3.4
"New London County, CT",12/19/2020,"136,738","132,425","4,313",3.2
"Tolland County, CT",12/19/2020,"87,519","85,012","2,507",2.9
"Windham County, CT",12/19/2020,"64,500","62,238","2,262",3.5
"Kent County, DE",12/19/2020,"80,327","77,341","2,986",3.7
"New Castle County, DE",12/19/2020,"301,422","291,335","10,087",3.3
"Sussex County, DE",12/19/2020,"106,540","102,313","4,227",4
District of Columbia,12/19/2020,"411,233","390,807","20,426",5
"Alachua County, FL",12/19/2020,"140,376","136,953","3,423",2.4
"Baker County, FL",12/19/2020,"12,010","11,692",318,2.6
"Bay County, FL",12/19/2020,"81,471","79,066","2,405",3
"Bradford County, FL",12/19/2020,"11,192","10,898",294,2.6
"Brevard County, FL",12/19/2020,"285,212","277,466","7,746",2.7
"Broward County, FL",12/19/2020,"1,042,504","1,015,693","26,811",2.6
"Calhoun County, FL",12/19/2020,"4,737","4,582",155,3.3
"Charlotte County, FL",12/19/2020,"72,814","70,598","2,216",3
"Citrus County, FL",12/19/2020,"46,961","45,017","1,944",4.1
"Clay County, FL",12/19/2020,"109,095","106,332","2,763",2.5
"Collier County, FL",12/19/2020,"184,631","179,927","4,704",2.5
"Columbia County, FL",12/19/2020,"30,325","29,525",800,2.6
"DeSoto County, FL",12/19/2020,"14,711","14,271",440,3
"Dixie County, FL",12/19/2020,"5,872","5,667",205,3.5
"Duval County, FL",12/19/2020,"497,767","484,351","13,416",2.7
"Escambia County, FL",12/19/2020,"145,900","141,872","4,028",2.8
"Flagler County, FL",12/19/2020,"47,053","45,498","1,555",3.3
"Franklin County, FL",12/19/2020,"4,468","4,348",120,2.7
"Gadsden County, FL",12/19/2020,"18,795","18,152",643,3.4
"Gilchrist County, FL",12/19/2020,"7,195","6,987",208,2.9
"Glades County, FL",12/19/2020,"5,479","5,296",183,3.3
"Gulf County, FL",12/19/2020,"5,561","5,366",195,3.5
"Hamilton County, FL",12/19/2020,"4,214","4,058",156,3.7
"Hardee County, FL",12/19/2020,"8,950","8,596",354,4
"Hendry County, FL",12/19/2020,"15,933","15,173",760,4.8
"Hernando County, FL",12/19/2020,"72,300","69,714","2,586",3.6
"Highlands County, FL",12/19/2020,"36,638","35,223","1,415",3.9
"Hillsborough County, FL",12/19/2020,"757,213","737,843","19,370",2.6
"Holmes County, FL",12/19/2020,"7,006","6,796",210,3
"Indian River County, FL",12/19/2020,"66,150","64,044","2,106",3.2
"Jackson County, FL",12/19/2020,"17,114","16,586",528,3.1
"Jefferson County, FL",12/19/2020,"5,643","5,488",155,2.7
"Lafayette County, FL",12/19/2020,"2,824","2,754",70,2.5
"Lake County, FL",12/19/2020,"160,371","155,998","4,373",2.7
"Lee County, FL",12/19/2020,"353,248","344,074","9,174",2.6
"Leon County, FL",12/19/2020,"155,941","151,948","3,993",2.6
"Levy County, FL",12/19/2020,"16,706","16,208",498,3
"Liberty County, FL",12/19/2020,"2,630","2,551",79,3
"Madison County, FL",12/19/2020,"7,497","7,255",242,3.2
"Manatee County, FL",12/19/2020,"181,336","176,542","4,794",2.6
"Marion County, FL",12/19/2020,"137,663","133,193","4,470",3.2
"Martin County, FL",12/19/2020,"74,393","72,437","1,956",2.6
"Miami-Dade County, FL",12/19/2020,"1,392,870","1,370,836","22,034",1.6
"Monroe County, FL",12/19/2020,"47,857","47,029",828,1.7
"Nassau County, FL",12/19/2020,"41,728","40,684","1,044",2.5
"Okaloosa County, FL",12/19/2020,"94,702","92,494","2,208",2.3
"Okeechobee County, FL",12/19/2020,"18,123","17,629",494,2.7
"Orange County, FL",12/19/2020,"768,745","750,030","18,715",2.4
"Osceola County, FL",12/19/2020,"185,651","180,524","5,127",2.8
"Palm Beach County, FL",12/19/2020,"735,236","715,236","20,000",2.7
"Pasco County, FL",12/19/2020,"239,444","232,367","7,077",3
"Pinellas County, FL",12/19/2020,"497,735","485,209","12,526",2.5
"Polk County, FL",12/19/2020,"308,057","298,597","9,460",3.1
"Putnam County, FL",12/19/2020,"26,496","25,501",995,3.8
"St. Johns County, FL",12/19/2020,"134,084","131,113","2,971",2.2
"St. Lucie County, FL",12/19/2020,"145,449","140,635","4,814",3.3
"Santa Rosa County, FL",12/19/2020,"82,991","80,886","2,105",2.5
"Sarasota County, FL",12/19/2020,"190,002","185,038","4,964",2.6
"Seminole County, FL",12/19/2020,"257,406","251,096","6,310",2.5
"Sumter County, FL",12/19/2020,"32,789","31,500","1,289",3.9
"Suwannee County, FL",12/19/2020,"18,033","17,496",537,3
"Taylor County, FL",12/19/2020,"8,182","7,937",245,3
"Union County, FL",12/19/2020,"4,660","4,540",120,2.6
"Volusia County, FL",12/19/2020,"254,308","246,741","7,567",3
"Wakulla County, FL",12/19/2020,"14,993","14,624",369,2.5
"Walton County, FL",12/19/2020,"30,850","30,062",788,2.6
"Washington County, FL",12/19/2020,"9,598","9,320",278,2.9
"Appling County, GA",12/19/2020,"9,422","9,102",320,3.4
"Atkinson County, GA",12/19/2020,"4,672","4,546",126,2.7
"Bacon County, GA",12/19/2020,"4,854","4,677",177,3.6
"Baker County, GA",12/19/2020,"1,154","1,107",47,4.1
"Baldwin County, GA",12/19/2020,"17,417","16,761",656,3.8
"Banks County, GA",12/19/2020,"9,702","9,483",219,2.3
"Barrow County, GA",12/19/2020,"40,948","40,004",944,2.3
"Bartow County, GA",12/19/2020,"51,416","49,804","1,612",3.1
"Ben Hill County, GA",12/19/2020,"5,308","5,016",292,5.5
"Berrien County, GA",12/19/2020,"7,499","7,167",332,4.4
"Bibb County, GA",12/19/2020,"67,979","65,861","2,118",3.1
"Bleckley County, GA",12/19/2020,"4,445","4,275",170,3.8
"Brantley County, GA",12/19/2020,"7,150","6,896",254,3.6
"Brooks County, GA",12/19/2020,"6,848","6,647",201,2.9
"Bryan County, GA",12/19/2020,"18,160","17,703",457,2.5
"Bulloch County, GA",12/19/2020,"36,161","35,042","1,119",3.1
"Burke County, GA",12/19/2020,"9,120","8,738",382,4.2
"Butts County, GA",12/19/2020,"10,870","10,575",295,2.7
"Calhoun County, GA",12/19/2020,"2,257","2,192",65,2.9
"Camden County, GA",12/19/2020,"20,829","20,206",623,3
"Candler County, GA",12/19/2020,"5,569","5,401",168,3
"Carroll County, GA",12/19/2020,"55,806","54,244","1,562",2.8
"Catoosa County, GA",12/19/2020,"33,665","32,764",901,2.7
"Charlton County, GA",12/19/2020,"4,801","4,655",146,3
"Chatham County, GA",12/19/2020,"138,786","134,914","3,872",2.8
"Chattahoochee County, GA",12/19/2020,"1,984","1,912",72,3.6
"Chattooga County, GA",12/19/2020,"11,134","9,775","1,359",12.2
"Cherokee County, GA",12/19/2020,"137,554","134,474","3,080",2.2
"Clarke County, GA",12/19/2020,"59,225","57,596","1,629",2.8
"Clay County, GA",12/19/2020,868,811,57,6.6
"Clayton County, GA",12/19/2020,"139,417","134,601","4,816",3.5
"Clinch County, GA",12/19/2020,"2,508","2,420",88,3.5
"Cobb County, GA",12/19/2020,"430,626","420,158","10,468",2.4
"Coffee County, GA",12/19/2020,"18,949","18,142",807,4.3
"Colquitt County, GA",12/19/2020,"21,063","20,496",567,2.7
"Columbia County, GA",12/19/2020,"75,115","73,255","1,860",2.5
"Cook County, GA",12/19/2020,"8,013","7,747",266,3.3
"Coweta County, GA",12/19/2020,"75,623","73,793","1,830",2.4
"Crawford County, GA",12/19/2020,"5,600","5,442",158,2.8
"Crisp County, GA",12/19/2020,"9,382","9,073",309,3.3
"Dade County, GA",12/19/2020,"8,166","7,935",231,2.8
"Dawson County, GA",12/19/2020,"12,437","12,142",295,2.4
"Decatur County, GA",12/19/2020,"11,444","11,076",368,3.2
"DeKalb County, GA",12/19/2020,"404,537","393,076","11,461",2.8
"Dodge County, GA",12/19/2020,"6,961","6,635",326,4.7
"Dooly County, GA",12/19/2020,"5,096","4,929",167,3.3
"Dougherty County, GA",12/19/2020,"38,552","37,006","1,546",4
"Douglas County, GA",12/19/2020,"74,144","71,971","2,173",2.9
"Early County, GA",12/19/2020,"4,439","4,278",161,3.6
"Echols County, GA",12/19/2020,"1,896","1,851",45,2.4
"Effingham County, GA",12/19/2020,"30,746","29,992",754,2.5
"Elbert County, GA",12/19/2020,"7,646","7,371",275,3.6
"Emanuel County, GA",12/19/2020,"8,257","7,875",382,4.6
"Evans County, GA",12/19/2020,"4,858","4,722",136,2.8
"Fannin County, GA",12/19/2020,"11,376","11,050",326,2.9
"Fayette County, GA",12/19/2020,"58,750","57,354","1,396",2.4
"Floyd County, GA",12/19/2020,"44,694","43,021","1,673",3.7
"Forsyth County, GA",12/19/2020,"123,634","120,927","2,707",2.2
"Franklin County, GA",12/19/2020,"9,816","9,509",307,3.1
"Fulton County, GA",12/19/2020,"563,666","547,729","15,937",2.8
"Gilmer County, GA",12/19/2020,"11,758","11,402",356,3
"Glascock County, GA",12/19/2020,"1,264","1,228",36,2.8
"Glynn County, GA",12/19/2020,"39,063","37,982","1,081",2.8
"Gordon County, GA",12/19/2020,"28,137","27,165",972,3.5
"Grady County, GA",12/19/2020,"10,303","10,006",297,2.9
"Greene County, GA",12/19/2020,"6,890","6,649",241,3.5
"Gwinnett County, GA",12/19/2020,"495,462","483,334","12,128",2.4
"Habersham County, GA",12/19/2020,"19,026","18,459",567,3
"Hall County, GA",12/19/2020,"102,925","100,611","2,314",2.2
"Hancock County, GA",12/19/2020,"2,449","2,313",136,5.6
"Haralson County, GA",12/19/2020,"12,703","12,345",358,2.8
"Harris County, GA",12/19/2020,"16,592","16,158",434,2.6
"Hart County, GA",12/19/2020,"10,884","10,551",333,3.1
"Heard County, GA",12/19/2020,"5,307","5,159",148,2.8
"Henry County, GA",12/19/2020,"117,073","113,759","3,314",2.8
"Houston County, GA",12/19/2020,"70,424","68,512","1,912",2.7
"Irwin County, GA",12/19/2020,"3,334","3,188",146,4.4
"Jackson County, GA",12/19/2020,"37,500","36,704",796,2.1
